created_at,id_str,full_text,favorite_count,retweet_count,user_id_str,user_name,user_screen_name,user_location,user_description,user_friends_count,user_followers_count,hashtags,mentions
Thu Jul 09 22:18:32 +0000 2020,1281352060110139393,RT @elijahdaniel: they went forward with the giant #BlackLivesMatter street mural in NYC and are currently painting it in front of Trump To…,0,2243,741870492,Rhiannon,CrawfordsHessa,"Los Angeles, CA",FAN ACCOUNT! I love Hessa and the After series,20918,19191,BlackLivesMatter,elijahdaniel
Thu Jul 09 22:18:34 +0000 2020,1281352067970412546,@realDonaldTrump #TrumpIsANationalDisgrace https://t.co/aBTXe8pqCq,0,0,35101710,Born2play Drumcircle,conga81,Brea,,3840,1114,TrumpIsANationalDisgrace,realDonaldTrump
Thu Jul 09 22:18:42 +0000 2020,1281352103315857408,"RT @AndrewPollackFL: I do not care about President @realDonaldTrump’s tax returns.

I care about how Joe Biden spent four decades in public…",0,11531,2364883345,bobby dunn,brmdunn,,"Husband,Father,Grandfather. Love this County. MAGA,KAG Trump supporter. Oath keeper.",3766,2020,,AndrewPollackFL|realDonaldTrump
Thu Jul 09 22:18:43 +0000 2020,1281352106809741322,RT @LouDobbs: Pathway To A Second Term: @EdRollins says @POTUS has to focus on getting Americans back to work &amp; killing the China Virus to…,0,281,905218979148570625,Must Love Dogs 🎃🐶🧡,JennBru2016,Florida ,,436,786,,EdRollins|LouDobbs|POTUS
Thu Jul 09 22:19:06 +0000 2020,1281352205740597250,"RT @realDonaldTrump: We have a totally corrupt previous Administration, including a President and Vice President who spied on my campaign,…",0,42165,142150016,TRUMP 2020,TrumpsDisciple,"California, USA",My own tweets are opinion. #MAGA #NRA,29457,25089,,realDonaldTrump
Fri Jul 10 00:18:11 +0000 2020,1281382170871779333,"RT @joegooding: NYC Mayor DeBlasio cuts funding to the NYPD by $1 Billion dollars, and now limits the ability of officers to retire after a…",0,418,970788432640278528,PapaJ 2020,Jklo1611,"Oregon, USA","🇺🇸 Father,husband, supporter of the greatest President ever! #Trump 2020 #Qanon #KAG #MAGA 🇺🇸.",2748,2183,,joegooding
Fri Jul 10 00:18:35 +0000 2020,1281382273422553088,RT @clairecmc: Breaking: @sendavidperdue has undergone surgery to separate himself from Trump and is now airing ads in Georgia that don’t e…,0,11307,84128839,Emm Dee,emmmdeeeeee,,,131,23,,clairecmc|sendavidperdue
Fri Jul 10 00:19:11 +0000 2020,1281382425000640513,RT @ManhattanDA: This is a tremendous victory for our nation’s system of justice and its founding principle that no one – not even a presid…,0,8835,753140231197429761,PJBrand,pjbrand4,"Alexandria, VA",#BidenHarris2020 #fbr #Resister Please – no DMs,2462,2048,,ManhattanDA
Fri Jul 10 00:19:12 +0000 2020,1281382426418307079,"RT @RyanAFournier: BREAKING: A West Virginia mail carrier has just pleaded guilty for altering mail-in ballots.

We cannot allow this fraud…",0,28153,1215425817427283969,Trump Chump ❤️🇺🇸,karmic20250405,,"Conservative, Christian, love America, positive and Support the President.",459,156,,RyanAFournier
Fri Jul 10 00:19:30 +0000 2020,1281382504776314883,"RT @RyanAFournier: BREAKING: A West Virginia mail carrier has just pleaded guilty for altering mail-in ballots.

We cannot allow this fraud…",0,28153,1267605058583224325,Santa1,Santa130900004,,,0,154,,RyanAFournier
Fri Jul 10 00:19:32 +0000 2020,1281382514070880257,"RT @kylegriffin1: American Federation of Teachers President Randi Weingarten on NBC: ""Frankly, just because Donald Trump wants to take a ri…",0,4251,194866962,JOHNSmom 💎,1225Mom,,Mother to the most amazing human on earth! 🌬B * R * E * A *T * H * E 🌬,502,153,,kylegriffin1
Fri Jul 10 00:19:36 +0000 2020,1281382529145212934,"RT @igorvolsky: The CEO of @GoyaFoods is at a White House event saying we're
""blessed to have a leader"" like Trump. 

Make your shopping de…",0,23378,317276813,simmer&burn,Bmusd_N_Appalld,..everywhere but here...,"you are your own hallelujah, baby",675,233,,GoyaFoods|igorvolsky
Fri Jul 10 00:19:50 +0000 2020,1281382585927643137,RT @realDonaldTrump: https://t.co/iR72FagTVu,0,17187,1154765802048040961,AE Dannoff-Lewis,AeDannoff,,MAGA,349,343,,realDonaldTrump
Fri Jul 10 00:20:00 +0000 2020,1281382627568541698,RT @ScaraPalin: @TeamTrump @realDonaldTrump So that you know what foods to avoid--here's Goya's website: https://t.co/4JCTYSxbpD,0,599,311754622,7 DAYS TO VOTE #BIDENHARRIS DON'T SCREW THIS UP,EmaCornaCopia,Liberal Utopia,Often called crass with class but w #StupidJMoron in the WH all bets are off • Fierce signal booster • #EqualityForAll • Humanist • #RESIST 🚫 Berners 🚫 MAGAts,5568,5236,,ScaraPalin|TeamTrump|realDonaldTrump
Fri Jul 10 02:19:04 +0000 2020,1281412595002609670,@JoeBiden #racistsleepyjoe,0,0,183874628,🇺🇸⭐⭐ Pop-pop ⭐⭐🇺🇸🛡,PennPopPop,This side of dirt. ,Christian. Blue Lives Matter. Trump supporter. Former Police. 2nd Amendment / NRA member. USA lover. Bible reader. Pro-Life. Independent Voter. MAGA USA 🇺🇸 🍷,1469,1416,racistsleepyjoe,JoeBiden
Fri Jul 10 02:19:07 +0000 2020,1281412604305563648,@Bosengood @DougJBalloon @nomoremister @ArmandoNDK @ElieNYC @DemFromCT @KagroX OLC is about the president not having time (this one watches TV 12 hours a day but let that pass). Mazars isn't--Trump didn't have any role in the case between Congress and the accounting firm; he (i.e. Barr) was appealing to a totally different concept of immunity.,1,0,731803688,Ghastreblyansky,Yastreblyansky,NYC,"Resisting fascism, cruelty, and sloppy writing. He/him, Democrat, angry-snarky. RTs frequently endorsement.",3240,2667,,ArmandoNDK|Bosengood|DemFromCT|DougJBalloon|ElieNYC|KagroX|nomoremister
Fri Jul 10 02:19:30 +0000 2020,1281412701390991360,@SenSchumer By all means ignore the fact that there is no Criminal Proceedings against Trump in New York. Which was the bar set in the Supreme Courts ruling that Chuckie would like to ignore and why this case is not by any means settled....,0,0,1210284993433329664,Libertas Et Securitas,LSecuritas,,Former intelligence analyst primarily dealing with the Middle East,61,0,,SenSchumer
Fri Jul 10 02:19:33 +0000 2020,1281412716779966464,"RT @JoeBiden: When we spend taxpayer money, we should use it to buy American products &amp; support American jobs.

But under Trump, the rate o…",0,3836,761045801200029696,Vee Jordan,vee_jordan1,,,184,80,,JoeBiden
Fri Jul 10 02:19:53 +0000 2020,1281412799126630400,"RT @HKrassenstein: BREAKING: Chairman of the Joint Chiefs of Staff, Gen. Mark Milley, told Congress today that Trump is “perhaps not” doing…",0,3385,823311256316571648,Duncan Koller 🇺🇸 🌊,koller_duncan,"Portland, OR","Ret. USAF Col., proud immigrant.🇬🇧 BS, MA, EdD. History, government, politics, science & facts. Husband, grandfather, dog lover. Democrat  #VetsAgainstTrump",5792,5857,,HKrassenstein
Fri Jul 10 02:20:27 +0000 2020,1281412939895812096,RT @DeWayne_Fulton: The #GOP Wish #Trump Would Be a Little Less Openly #Racist -- Not because they don’t agree with him but because they’re…,0,48,248977424,Mike Spurgeon,myna1968,"Missoula, MT",,391,64,GOP|Racist|Trump,DeWayne_Fulton
Fri Jul 10 02:20:56 +0000 2020,1281413063850242048,@HLAurora63 @AngelWarrior321 @realDonaldTrump Bowing Biden,0,0,1040017133491707904,charles jones,charlesj7787,,,161,116,,AngelWarrior321|HLAurora63|realDonaldTrump
Fri Jul 10 04:19:07 +0000 2020,1281442806347644928,"Goya supports Trump?!?! 

OH HELL NAW!!!!!!!",2,0,191732089,Bomba Boricua,MzCandice_B,6 feet away muthafucka,"🇵🇷 I do what I want. 

I am blessed and my pics are highly filtered.",274,1011,,
Fri Jul 10 04:19:13 +0000 2020,1281442829722619904,"RT @Winter: CV19 Non-Pro Tips: 

Schools won't be safe by fall, Birx is full of shit, States opened too early, no one knows anything conclu…",0,235,235766036,Christopher Lee,DJTopherLee,"Orlando, FL","Sunny Orlando! USAF Veteran, Space Junkie, SpaceX and Tesla. Former Country Radio DJ. Current RV Service Advisor and RV Technician.  Cash App: $FLChristopher",2172,448,,Winter
Fri Jul 10 04:19:28 +0000 2020,1281442892133945344,"@realDonaldTrump  @POTUS @WhiteHouse @SecPompeo @mikepompeo @StateDept @DonaldJTrumpJr @EricTrump @IvankaTrump @FLOTUS   
When are we going to help the Boere in South Africa..... https://t.co/TWrlNG8bmo",0,0,955186908501508096,TX Justus,TX_Justus,South Texas,,1040,1206,,DonaldJTrumpJr|EricTrump|FLOTUS|IvankaTrump|POTUS|SecPompeo|StateDept|WhiteHouse|mikepompeo|realDonaldTrump
Fri Jul 10 04:19:31 +0000 2020,1281442907745067019,RT @clairecmc: Breaking: @sendavidperdue has undergone surgery to separate himself from Trump and is now airing ads in Georgia that don’t e…,0,11307,255287641,joe stemmer jr,joestemmerphoto,palm desert ca USA,seeker of the Light,185,95,,clairecmc|sendavidperdue
Fri Jul 10 04:19:45 +0000 2020,1281442963135049728,RT @eugenegu: @realDonaldTrump It’s the same reason a bunch of racist white people in the Deep South fly Confederate flags. The Confederacy…,0,459,2986201311,Majken Bergman,majken_bergman,"Piteå, Sweden #ResistTrump",Swedish 🇸🇪Demokratisk socialist ( som Palme) på väg mot Vänster för nu är det Socialdemokraterna för mycket till höger.Trump is a MEGALOMANIAC!,5001,3636,,eugenegu|realDonaldTrump
Fri Jul 10 04:19:57 +0000 2020,1281443016536981504,"RT @jennyrachelpal: @realDonaldTrump @CDCgov Reopen schools when:

The White House resumes public tours.

Trump interacts with untested vis…",0,4897,1349361859,CMD,sandygap46,Out and about in NC mountains.,"Cats, dogs, grands, and gardens.  Gay, liberal, retired military.  Go figure. Voted early.",327,194,,CDCgov|jennyrachelpal|realDonaldTrump
Fri Jul 10 04:20:16 +0000 2020,1281443095834316800,RT @BillKristol: Berman’s testimony under oath is pretty dramatic. Zero chance Barr would have moved so hastily (and foolishly) unless unde…,0,6677,301624988,Mark Falck,real_blgamer,,,83,13,,BillKristol
Fri Jul 10 04:20:17 +0000 2020,1281443100443897859,"RT @charliekirk11: Net worth before running for President:

The Trump's - $4.5 billion
The Obama's - $3 million
The Clinton's - $480,000

T…",0,25488,1239769886504574976,Spiritwalker_2020,spiritwalker_20,"Southern California, USA",,3826,2226,,charliekirk11
Fri Jul 10 04:20:28 +0000 2020,1281443146266808321,"RT @realDonaldTrump: At the request of Congressman Moolenaar, I have approved a major Disaster Declaration to provide more than $43 million…",0,24246,436057533,MelindaElswick,MelindaE9602,VA,Mother Wife Breast Cancer Survivor. God Family Faith Parler:Mfelswick9602 https://t.co/F42k0jtwsu,1539,1459,,realDonaldTrump
Fri Jul 10 06:17:35 +0000 2020,1281472618844033030,RT @anthonyleong83: New Black Lives Matter Mural going up in front of Trump Tower in NYC. Check out this timelapse of the work being done.…,0,234,1248389510095912960,Anthony DeCaro,AnthonyDeCaro5,,Teacher of special education and science.,17,8,,anthonyleong83
Fri Jul 10 06:17:40 +0000 2020,1281472639861772289,@BJPBalochistan @realDonaldTrump Trump is 🇺🇸‘s BJP 🐚,1,0,1081772781623304193,🪔episro 🪔⛑TED ⛑,episro,"Panaji, India","Always on watch for Anti-National, HINDU Forever 🕉",2397,761,,BJPBalochistan|realDonaldTrump
Fri Jul 10 06:18:19 +0000 2020,1281472803850641409,"@roywlewis @ElieNYC @realDonaldTrump Ck Constitution's 4th Amen/the IRS LAW - Citizens do NOT have to make tax records public. 

I know this bites for you two.
The Bill of Rights is for ALL citizens of America.
Quit listening to MSM, been LYING to you for 3+ yrs
Or you have a Strong case of TURDS

Win for POTUS",0,0,323029315,LA NATIONALIST 🇺🇲,Podium_Hawk,,,549,1134,,ElieNYC|realDonaldTrump|roywlewis
Fri Jul 10 06:18:48 +0000 2020,1281472923853783040,"@boltsfan543 @ConservBlue2020 @RepsForBiden @realDonaldTrump I’m not going to go back and forth with you. This is crazy! You like him, I don’t!! I’m not going to sway you to like Joe... you can’t sway me to like Trump. Let’s call it a night. We all have the right to vote how we choose. Goodnight.",2,0,1235240662670376967,SueAnn,SueAnn32185181,,"Lifelong Democrat! #NEVERTRUMP #BidenHarris2020 #VoteBLUE #BLM #AdoptDontShop #Fosteringanimalssaveslives NO “FLIRTING” DM’s PLEASE, this isn’t match .com!!",1890,496,,ConservBlue2020|RepsForBiden|boltsfan543|realDonaldTrump
Fri Jul 10 06:20:02 +0000 2020,1281473233301262336,"RT @jaketapper: New Yorker: “in a final act of revenge,” WH made clear “Trump opposed Vindman’s promotion. Senior Administration officials…",0,8752,152381354,CE's Mustache,CEs_Mustache,,"a/k/a Craig Esherick's Mustache. Non-practicing lawyer, lindy hopper, balboa-er. Cards, Wolverines, Spurs, USMNT, USWNT, Hoyas. He/him.",1707,482,,jaketapper
Fri Jul 10 06:20:13 +0000 2020,1281473280189304832,"RT @Gabygabsale: “¿Estas son tus habichuelas?” 

Sí, cabrona, mucha agua y poco grano, pero nunca apoyando a Trump.",0,863,1687157288,agust-d,ambarvar_,,puertorro | cosplayer & artist ✏️ 🎨| I have a heartache for unity ~ kidcore╰(*´︶`*)╯♡ | 🎮 BLM she/her they/them,776,997,,Gabygabsale
Fri Jul 10 06:21:40 +0000 2020,1281473645563596800,"RT @charliekirk11: This is your daily reminder that Ilhan Omar's campaign has paid her newest husband nearly $900,000 in ""consulting"" fees…",0,8660,821399966228877313,🇺🇸🚔Colt_6920🇺🇸MAGA🚔🇺🇸,Colt_6920,Pike Co. Alabama ,#RollTide. #FuckANTIFA #FuckBAMN. All my post are my opinion. coltsv@simply.cash,2088,720,,charliekirk11
Fri Jul 10 06:22:32 +0000 2020,1281473863084314625,@JoeBiden American people deserve to hear from Tara Reade!,0,0,142469534,Jaxon,CanesHockey18,USA,MAGA,45,65,,JoeBiden
Fri Jul 10 06:22:44 +0000 2020,1281473914951159808,RT @Reuters: The spectacle of Mexican President Lopez Obrador and Trump lavishing praise on each other was a far cry from the tension that…,0,46,20197764,Leonel Q.,leonel_xl,Mexico City,"Rain or sun, Excel continues to shine
Creador del blog Excel Total",924,400,,Reuters
Fri Jul 10 08:15:04 +0000 2020,1281502184836751366,"@AdrianD32 @youngestflexing @TMZ I know you love Trump and that's fine, but you aren't helping Kanye, he suffers from bipolar and has talked about it. https://t.co/uSAkBm3zmH",0,0,892243623294545920,"Rickey Williams- Vote, Vote and lastly Vote",MavethTheReaper,California,"Aspiring Personal Trainer, Cinephile, Singer, Gym rat, Super Nerd, Comic, anime lover  #NormalizeEquality #Liberator #DumpTrump2020 #Resister",998,3481,,AdrianD32|TMZ|youngestflexing
Fri Jul 10 08:15:09 +0000 2020,1281502203467841542,@charliekirk11 Oh Charlie. You really don't know what Trump has/has not. What a waste of a tweet.,0,0,845132892913090560,Sue Jay,SueJack87432254,,"Don't read books ... read Twitter.
Obsessed with US politics since election ... how and why did this man become president?? Please explain.",519,44,,charliekirk11
Fri Jul 10 08:16:25 +0000 2020,1281502524458119168,"@realDonaldTrump Keep your eyes to the North Brother

They're using Canada As the staging point 

 Watch the flow of communication Between the Democratic Party and those in Canada

Follow where the bounty lie came from and you will see it flowed Through their

 To Europe to Canada to us",0,0,1155961670310608896,Michael VANVLIET,MichaelVANVLIE7,,"We represent all unions, 

@sweetygfox

#BadLegislators #InnerCityBlues #BringDetroitBack #Union #UnionStrong #TRUMP2020 #TRUMP #PATRIOT #VETERANS #MAGA",1011,1867,,realDonaldTrump
Fri Jul 10 08:16:31 +0000 2020,1281502548684410880,RT @JoeBiden: The American people deserve to know what Donald Trump is hiding in his tax returns.,0,32514,7420282,linda hale #DeMOMcrat🤗#NM 🌊🌈💙🌈🌊#LegalizeMJ,LindaHaleRCSD,#TorC #NM (June 27 2018) ,🚫NoMagatDMs🚫🆘 #USArmy🌊@TheDemocrats #VoteJoeBidenPOTUS @JoeBiden @DrBiden @KamalaHarris @DouglasEmhoff @SpeakerPelosi @SenWarren @HillaryClinton⬅️#myPOTUS,13637,12441,,JoeBiden
Fri Jul 10 08:17:06 +0000 2020,1281502697351503872,@realDonaldTrump Oh God it spoke again.,1,0,1259912625149874177,Jake Caleb,JakeCaleb5,,,115,16,,realDonaldTrump
Fri Jul 10 08:17:42 +0000 2020,1281502847918469121,RT @MichelleM93432: @MartynMcL I would not be surprised if they seized it. He’s never paid for the lawsuit he lost there. They hate him and…,0,427,1215812545748930560,Pat Mat,PatMatuseski,Da North Woods,"Liberal, idealistic, Trump hater who likes to fish and relax... #THEDULLARD #TRUMPLIES #ImpeachTrumpAgain #TrumpIsReallySadandBad #UcantMakeThisStuffUp",1066,883,,MartynMcL|MichelleM93432
Fri Jul 10 08:17:53 +0000 2020,1281502891929292800,@realDonaldTrump Can you not talk about yourself so much? Damned narcissist.,0,0,1281457417,Terry Quan,up4evr,"Vancouver, British Columbia",Living in the now for now.,115,31,,realDonaldTrump
Fri Jul 10 08:21:14 +0000 2020,1281503735991197697,"@Norys_Acosta_C @eduardo09147797 @jguaido c.c: @realDonaldTrump
@VP
@SecPompeo
@StateDept
@WHAAsstSecty
@TheJusticeDept
@Southcom
@SecretService
@FBI",2,4,74875791,Frank E Guevara O,gfrank01,Venezuela,"Patriota venezolano. 
El pesimismo jamás ganó una batalla.
Dwight D. Eisenhower",2116,1886,,FBI|Norys_Acosta_C|SecPompeo|SecretService|Southcom|StateDept|TheJusticeDept|VP|WHAAsstSecty|eduardo09147797|jguaido|realDonaldTrump
Fri Jul 10 08:22:29 +0000 2020,1281504049733541893,"RT @CBSNews: Goya faces ""#BoycottGoya"" backlash on social media after CEO praises Trump https://t.co/VfjQgS58mS",0,152,873269697306931201,EVERYONE MUST VOTE 2020,RobCalfee,,#Resistance #USMC,4966,3180,BoycottGoya,CBSNews
Fri Jul 10 08:23:33 +0000 2020,1281504318617563137,"RT @mmpadellan: The nice thing about a free society is that you're FREE to boycott the shit out of companies like Goya that support racist,…",0,5100,1356012554,🍎💡🤠🧢#YangGangForCongress🧢🤠💡🍎,Tony_Porras2050,"California, USA",#HumanityFirst #YangGang #BroihierBrigade 🚫MAGAts 🚫NRA #BLM #UBI #VetsResist #M4A #ClimateEmergency #ScottSantens #GretaThunberg #AarikaForCongress💡🤠🧢🍎🌊,12163,13933,,mmpadellan
Fri Jul 10 10:19:32 +0000 2020,1281533508213604353,@realDonaldTrump I just want yo know if you even know basic math. You suck at everything,0,0,1262428364,Raider_Hayter,Raider_Hayter," Rent free, your head","🌊Liberal, #49ers!🏈 #SFGiants #VegasBorn 🏒 Retired law geek.⚖ I've faced chemo, you don't scare me. Pfft. ⚕ Trump is a menace to mankind. #Fact",2260,2266,,realDonaldTrump
Fri Jul 10 10:20:00 +0000 2020,1281533623389376512,"Trump: Rekor sürede aşı üretme yolundayız, çok yakın zamanda duyurulabilir 

https://t.co/ZdzglUhsdT",2,0,1072443446437257217,Independent Turkish,TurkishIndy,"İstanbul, Türkiye","Independent Türkçe, Britanya’nın Independent gazetesinin münhasır Türkçe telif hakkına sahip ilk gazetesidir info@independentturkish.com",7,271475,,
Fri Jul 10 10:20:02 +0000 2020,1281533634219048961,RT @WayneDupreeShow: The man who organized the blockade at Trump's Mt. Rushmore event was arrested and he's now facing over a decade in pri…,0,1760,25550683,Gilli,gilli5,🇬🇧London,", #IAmTommy #brexit #trusttheplan #trump #WWG1WGA #Q #fullyawake #christian #catholic Love all animals @Gab.ai @Gilly5 #digitalsoldior  🎃",10989,10033,,WayneDupreeShow
Fri Jul 10 10:20:07 +0000 2020,1281533655563853824,RT @TheBabylonBee: Equality For The Elderly: Grampa Simpson Will Now Be Voiced By Joe Biden https://t.co/dnV6fHVDMD,0,1464,2450691698,new progressivez,NewProgressivez,,Love people. Don't support creeps.,843,677,,TheBabylonBee
Fri Jul 10 10:20:43 +0000 2020,1281533805648662528,@realDonaldTrump But no-one will come. You will be alone at home https://t.co/LozbXlq4DB,0,0,78373206,arnezweipunktnull,arne2punktnull,"Berlin, Berlin",,24,10,,realDonaldTrump
Fri Jul 10 10:20:55 +0000 2020,1281533853186822149,"So before they debate he wants trump tax records. Trump needs to ask for these. Fair is fair , right? Unless of course you’re a democrat. Then the media has your back https://t.co/ijyjtLzkku",0,0,1026195029541482496,Doc68,Doc685,Working on picture.New to Twit,"Proud America, proud physician. Why I’m here,” I’m fed up with watching leftist hypocrisy and keeping my mouth shut.”Wonder why ideology sounds like idiot-ology",1172,1202,,
Fri Jul 10 10:22:31 +0000 2020,1281534256993513472,@realDonaldTrump @FoxNews Pinocchio!,0,0,826032657725345792,JMAZ,JMAZ83919164,,,19,0,,FoxNews|realDonaldTrump
Fri Jul 10 10:22:56 +0000 2020,1281534361981132803,"RT @charliekirk11: Net worth before running for President:

The Trump's - $4.5 billion
The Obama's - $3 million
The Clinton's - $480,000

T…",0,25488,714521436,Jeb Maund,JebMaund,,,340,195,,charliekirk11
Fri Jul 10 10:23:22 +0000 2020,1281534472417153024,RT @newtgingrich: Speaker Pelosi on tearing down statues “people will do what they do.” In my new book Trump and the American Future a chap…,0,2836,960307242787622912,Kathlee28001725,Kathlee28001721,,wife-mom of3 -grandma of 5 -love my JESUS!!!,684,870,,newtgingrich
Fri Jul 10 10:24:04 +0000 2020,1281534649706123266,"RT @GOPChairwoman: Joe Biden’s promise to the middle class: You will pay higher taxes.

We cannot afford Biden’s liberal economic agenda!",0,6012,825869398045052929,Sandy Gadow,GadowSandy,"Amory, MS",,132,5,,GOPChairwoman
Fri Jul 10 10:24:11 +0000 2020,1281534676964868097,"RT @GeorgeTakei: Sorry, @PressSec McEnany. Trump can’t lock kids in cages and separate them from their parents, then say kids “will always…",0,4737,2744212899,Rich Barnett,richautosound,,Musician pondering political pandering,154,31,,GeorgeTakei|PressSec
Fri Jul 10 10:24:21 +0000 2020,1281534719453265920,"RT @TammyforIL: .@realdonaldtrump and @tuckercarlson should know that attacks from 
insecure men who can’t tell the difference between patr…",0,16315,1386794521,Connie Johnson,connieajohnson,Boston,Fundraiser - Scientist - Research Advocate @UMassMedNow,310,124,,TammyforIL|TuckerCarlson|realDonaldTrump
Fri Jul 10 12:23:21 +0000 2020,1281564664661508096,"RT @epacheco255: Patriots, the Cancel Culture is calling for a boycott of Goya food products because the company supports @realDonaldTrump.…",0,527,1065070683229691905,J,J04677099,"South Bend, IN",4dogs 7cats two jobs ..love America be proud stand tall..Carry a 45.,415,366,,epacheco255|realDonaldTrump
Fri Jul 10 12:23:24 +0000 2020,1281564678062247936,@CNBC Just what Tom Brady needs more money. This is unbelievable. Children at border remain in cages separated from their parents and Trump and his administration give away money to the elite.,1,0,1200861746820472832,Michelle Woods,Michell24826274,,,351,382,,CNBC
Fri Jul 10 12:23:49 +0000 2020,1281564782135517184,"@mblasterx @JoBobsFineFoods @strassa2 He is not mentally competent enough to have debates

debates are low risk for covid bc you could do it with 3 people Trump Biden and a moderator. 

4 political issues you can find doctors on each side of every issue so no 1 or 2 Democrat doctors saying he's fine doesnt mean much",0,0,266992605,John D. N.,kingriver321,Ohio,"Free Thinker, Reason, Freedom. former poker pro",306,670,,JoBobsFineFoods|mblasterx|strassa2
Fri Jul 10 12:23:50 +0000 2020,1281564789324611584,"RT @Mike_Pence: President @realDonaldTrump cut taxes, rolled back regulation, unleashed American energy, ended the war on coal and fought f…",0,7879,1172562966044131328,Brendan O Sullivan,Brendan54585161,"Dublin City, Ireland",honestly first football mad,835,768,,Mike_Pence|realDonaldTrump
Fri Jul 10 12:24:03 +0000 2020,1281564840910295040,"RT @TammyforIL: .@realdonaldtrump and @tuckercarlson should know that attacks from 
insecure men who can’t tell the difference between patr…",0,16315,215406659,EC,Ellosu90,,,1376,111,,TammyforIL|TuckerCarlson|realDonaldTrump
Fri Jul 10 12:24:11 +0000 2020,1281564874984820736,"RT @JudicialWatch: Chris Farrell on @SebGorka on Judicial Watch obtaining Secret Service records showing #HunterBiden took 411 flights, vis…",0,391,817375624385986562,Sylvia Rosario,RosarioGdnme,,,8,73,HunterBiden,JudicialWatch|SebGorka
Fri Jul 10 12:24:19 +0000 2020,1281564911647195137,"@GeraldoRivera now who do you think would have cared more about those poor abused kids of Willowbrook, Biden or YOUR guy Trump. I will never understand how you went from One to One to racist sexist @realDonaldTrump",0,0,3825103453,neil shea,twoshea02,"Fort Myers, FL","Recovering, retired, loving my wife and life",174,18,,GeraldoRivera|realDonaldTrump
Fri Jul 10 12:24:33 +0000 2020,1281564966538170368,"RT @DiamondandSilk: Jim Joe Crow says Police ""Become the Enemy""

All Blue Lives need to vote for Trump 2020",0,1635,1609466406,Betty,RhumbaBetty,,Progressive.grandma.   loves technology and current events,1292,927,,DiamondandSilk
Fri Jul 10 12:24:52 +0000 2020,1281565048494858241,"RT @leahmcelrath: Trump is asking Americans to put our children on the altar as literal blood sacrifices for his political benefit.

Trumpi…",0,147,703036305861574657,Geostomp X,GeostompX,"Arkansas, USA",General black dork disgusted with the rampant corruption of the GOP.,4987,1795,,leahmcelrath
Fri Jul 10 12:24:58 +0000 2020,1281565075330015233,"RT @davidfrum: Great thread by @ChadBown debunking the (threadbare) claim that there's anything ""pro-worker"" about Trump's trade protection…",0,67,281807752,justin harper,deathtocrazy,"wooster,ohio",Mostly political with a little bit of everything else #fucktrump,4974,4083,,ChadBown|davidfrum
Fri Jul 10 12:25:19 +0000 2020,1281565159975247872,"RT @realDonaldTrump: Mail-In Ballot fraud found in many elections. People are just now seeing how bad, dishonest and slow it is. Election r…",0,34312,1212450340223606784,TWilliams,MagnaSimiae,,Knuckle draggin' mouth breather. Twitter is a time suck when you're still on the J.O.B.,419,54,,realDonaldTrump
Fri Jul 10 14:24:58 +0000 2020,1281595271605092353,"RT @TRUreporting: Stumbled back on this video, when I made ⁦@realDonaldTrump⁩ laugh. 😂 https://t.co/CFAJkSacrk",0,345,1239473584533319680,JJ,UrRulerNow,,"Forever an optimist, a maker and child of God.",179,62,,TRUreporting|realDonaldTrump
Fri Jul 10 14:24:59 +0000 2020,1281595275241553920,"RT @RobertCooper58: The city of Tulsa is experiencing a surge in coronavirus cases, a little over 2 weeks after President Donald Trump held…",0,642,1144353530096103434,Bill,MannMadison3,,,225,94,,RobertCooper58
Fri Jul 10 14:25:16 +0000 2020,1281595349438619649,@realTuckFrumper @morgfair How much you want to bet Trump won’t mention this?,0,0,258642941,Shaun McCarron 🌎,DemandFactsNow,"Oak Bluffs, MA",Only 10% of Americans have Twitter. That’s 32.7 million people. Trump has 87.2 million Twitter followers. Over half are BOTS. He’s obviously compromised.,375,275,,morgfair|realTuckFrumper
Fri Jul 10 14:25:40 +0000 2020,1281595449686863873,"RT @ryanstruyk: TRUMP: ""I was very nice to Mayor de Blasio. I got him ventilators when he needed them... I got him the gowns. I got him the…",0,6053,365168056,INDEPENDENTS AGAINST TRUMP,latkjt,Greatest country in the world,"“RESISTANCE” is growing. Independent here, voted both sides in past. NO MORE! “WE” MUST STOP Trump. FOLLOW ME/FOLLOW YOU! No Russian bots. #RESIST #Trumpvirus",4871,4843,,ryanstruyk
Fri Jul 10 14:25:42 +0000 2020,1281595457328693251,"RT @realDonaldTrump: The Supreme Court sends case back to Lower Court, arguments to continue. This is all a political prosecution. I won th…",0,28495,892820143432015872,Save California from libtards,thatOCshow,"Lake Forest, CA","#MAGA #KAG #TRUMP2020

Orange County
A bastion of sanity in the middle of libtard land

On parler ThatOCshow

We are at war!",2265,1971,,realDonaldTrump
Fri Jul 10 14:26:17 +0000 2020,1281595601910665216,"@IowaScribe @RyanAFournier Or by saying that Biden's been around for 5 decades, and hasn't done anything but enrich himself and his family.

The senile crook needs to retire.",0,0,1175264878715723777,John Bender,BenderSpecial,,"Above average.

Addicted to Meh.",162,54,,IowaScribe|RyanAFournier
Fri Jul 10 16:26:05 +0000 2020,1281625750769225735,"RT @realDonaldTrump: Too many Universities and School Systems are about Radical Left Indoctrination, not Education. Therefore, I am telling…",0,75044,800034373177380865,Waylon M.,JWM38814880,"Florence, AL",RollTide#17N2017,272,135,,realDonaldTrump
