ID,Severity,State,Timezone,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Crossing,Stop,Traffic_Signal,Sunrise_Sunset
A-1795753,2,NC,US/Eastern,79.0,30.0,30.14,7.0,False,False,False,Day
A-1796116,3,SC,US/Eastern,98.0,69.0,30.12,7.0,False,False,False,Day
A-179626,2,MI,US/Eastern,82.0,67.0,29.97,9.0,False,False,False,Night
A-179646,3,MI,US/Eastern,83.0,67.0,30.09,6.0,False,False,False,Night
A-1796677,2,LA,US/Central,81.64932327278174,29.051639522486706,30.05,8.0,False,False,False,Day
A-1797506,2,CA,US/Pacific,88.27669426603758,40.08155388451375,31.71822412905194,6.0,False,False,False,Night
A-1797574,2,CA,US/Pacific,84.41017690576292,34.189991422936515,31.90413695293973,6.0,False,False,True,Night
A-1799266,3,MO,US/Central,89.97183989642042,69.97808937400326,30.09,5.0,False,False,False,Night
A-1799564,2,LA,US/Central,87.27267403880758,28.948090603962445,29.99,7.0,False,False,False,Day
A-1800623,2,CA,US/Pacific,76.97044688541484,28.314651015634816,31.988036291238316,7.0,False,False,False,Day
A-1800836,3,FL,US/Eastern,90.0,56.0,30.07,6.0,False,False,False,Day
A-1800865,2,SC,US/Eastern,77.0,28.0,30.06,8.0,False,False,False,Day
A-1802334,3,NJ,US/Eastern,84.0,66.0,30.12,5.0,False,False,False,Day
A-1802355,3,NJ,US/Eastern,85.0,45.0,29.99,4.0,False,False,False,Day
A-1802570,1,KY,US/Eastern,78.0,58.0,30.09,9.0,False,False,False,Night
A-1802618,3,NC,US/Eastern,87.0,60.0,29.99,6.0,False,False,False,Night
A-1803892,2,TN,US/Central,88.22694356199369,30.34790605487194,30.22,8.0,False,False,False,Day
A-1804291,2,CA,US/Pacific,90.57809017175762,37.53233561223013,31.46428324929459,8.0,False,False,False,Night
A-1804300,3,CA,US/Pacific,90.95392197208366,61.5398792407452,31.437238740645924,4.0,False,False,False,Night
A-180656,2,MI,US/Eastern,82.0,44.0,29.97,8.0,False,False,False,Night
A-1806770,3,VA,US/Eastern,88.0,38.0,30.14,5.0,False,False,False,Day
A-1807679,4,TX,US/Central,97.41800557381966,54.68928251672798,30.93,3.0,False,False,False,Night
A-1807837,2,AL,US/Central,84.23307129516778,61.62387237006207,30.29,8.0,False,False,False,Day
A-1810292,2,LA,US/Central,89.74866111289553,45.32789534309847,30.04,8.0,False,False,False,Night
A-1811468,2,CA,US/Pacific,87.75595821306237,40.042330731715964,31.416416672271335,6.0,False,False,False,Day
A-1811740,2,MD,US/Eastern,81.0,33.0,29.49,8.0,False,False,False,Night
A-181413,3,MI,US/Eastern,92.0,67.0,29.97,7.0,False,False,False,Day
A-1814777,3,FL,US/Eastern,89.0,72.0,30.01,5.0,False,False,False,Day
A-1814938,2,GA,US/Eastern,89.0,62.0,29.97,9.0,True,False,False,Day
A-1815315,2,LA,US/Central,85.69132637386505,35.0825793431292,29.89,7.0,False,False,False,Day
A-1815316,3,LA,US/Central,83.34260507407262,45.59136151868095,30.03,5.0,False,False,False,Day
A-1817294,2,FL,US/Eastern,82.0,46.0,29.98,7.0,False,False,False,Night
A-1817317,2,FL,US/Eastern,76.0,55.0,29.84,8.0,False,False,True,Day
A-1818549,2,WA,US/Pacific,74.8087719838842,43.57158651915725,32.05990608872431,7.0,False,False,False,Night
A-1819165,2,PA,US/Eastern,76.0,53.0,29.61,7.0,False,False,False,Day
A-1819405,2,IN,US/Eastern,82.0,45.0,29.74,8.0,False,False,False,Day
A-1819912,1,SC,US/Eastern,77.0,37.0,30.2,10.0,False,False,True,Night
A-182272,3,MI,US/Eastern,85.0,35.0,30.05,4.0,False,False,False,Night
A-1823327,3,DE,US/Eastern,95.0,67.0,29.94,5.0,False,False,False,Night
A-1823866,3,NC,US/Eastern,84.0,33.0,29.79,6.0,False,False,False,Day
A-1824839,3,TX,US/Central,90.81892155145854,49.1857353169393,30.08,6.0,False,False,True,Day
A-1825295,2,TX,US/Central,81.32639412120832,40.13331191971678,30.18,8.0,False,False,True,Night
A-1828348,3,CA,US/Pacific,89.83320317170127,38.88243545510742,31.587525632477316,6.0,False,False,False,Day
A-1829342,2,NC,US/Eastern,77.0,32.0,30.22,6.0,False,False,False,Day
A-1829668,2,FL,US/Eastern,77.0,45.0,30.14,8.0,True,False,True,Day
A-1831284,2,CA,US/Pacific,81.39921468625249,44.921812495438644,32.03646244570162,5.0,True,False,False,Night
A-183238,2,MI,US/Eastern,73.0,46.0,29.93,8.0,False,False,True,Night
A-1833144,2,TX,US/Central,77.31577628558924,26.89706931238307,30.23,8.0,False,False,True,Night
A-1834646,1,CT,US/Eastern,76.0,60.0,29.95,9.0,False,False,False,Night
A-183520,3,MI,US/Eastern,92.0,52.0,30.06,5.0,False,False,False,Night
A-1838389,2,SC,US/Eastern,85.0,39.0,30.0,6.0,True,False,True,Day
A-1839198,2,PA,US/Eastern,85.0,66.0,29.63,7.0,False,False,False,Night
A-1839342,3,OH,US/Eastern,93.0,57.0,30.14,2.0,False,False,False,Day
A-1840531,2,TX,US/Central,69.8817563773668,50.135079430174805,30.16,7.0,False,False,False,Day
A-1840843,2,TX,US/Central,82.2893301231867,43.12196098718361,29.82,8.0,False,False,False,Day
A-184134,3,MI,US/Eastern,89.0,67.0,29.82,5.0,False,False,False,Night
A-184188,3,MI,US/Eastern,103.0,61.0,30.17,6.0,False,False,False,Day
A-1841910,2,KY,US/Eastern,77.0,46.0,30.0,9.0,False,False,True,Night
A-1842349,2,FL,US/Eastern,95.0,37.0,29.85,8.0,False,False,True,Day
A-1842861,2,IL,US/Central,82.38322818452247,59.71394898927703,30.38,7.0,False,False,False,Day
A-1842869,2,IL,US/Central,94.4363340944145,42.477408108889776,30.1,7.0,True,False,False,Day
A-1843353,2,TX,US/Central,79.49864762954793,48.05598327952002,29.83,8.0,True,False,True,Day
A-1843810,2,CA,US/Pacific,88.20603168444529,30.311440740694923,31.80767830522442,7.0,False,False,False,Day
A-1845297,2,TX,US/Central,86.80421580968053,39.93185731590745,29.99,8.0,False,False,True,Day
A-1845597,3,TN,US/Central,95.03816467496358,44.00851851440275,29.73,5.0,False,False,False,Day
A-1847592,3,MN,US/Central,88.83688884398978,68.62313679256583,29.85,6.0,False,False,False,Day
A-1847604,2,KS,US/Central,75.36227141877553,33.90981866338828,30.04,6.0,False,False,False,Day
A-1848310,2,CO,US/Mountain,78.6200608418314,43.0,35.31592046924853,8.0,False,False,False,Day
A-1850232,3,MN,US/Central,86.82379056952456,34.62017002395604,30.01,5.0,False,False,False,Day
A-1850336,2,MO,US/Central,83.17910592465716,46.550229611134945,29.75,9.0,False,False,True,Day
A-1850515,2,LA,US/Central,71.98316332404247,52.585295673073134,29.95,9.0,False,False,True,Day
A-1850762,2,TX,US/Central,89.80653981261923,33.68476613810691,29.9,9.0,False,False,True,Day
A-1852664,2,MA,US/Eastern,81.0,29.0,29.93,8.0,False,False,False,Day
A-1854210,2,AL,US/Central,77.4086254897078,32.8223201853151,29.95,8.0,False,False,True,Day
A-1854224,2,TN,US/Central,88.9789393417512,54.87411317531431,30.0,7.0,False,False,True,Night
A-1855356,3,IN,US/Eastern,82.0,63.0,29.75,5.0,False,False,False,Night
A-1855642,2,NC,US/Eastern,82.0,37.0,29.78,7.0,False,False,False,Day
A-185592,2,MI,US/Eastern,73.0,49.0,30.1,9.0,True,False,True,Night
A-1856035,2,GA,US/Eastern,81.0,43.0,29.67,8.0,False,False,True,Day
A-1856452,3,IL,US/Central,87.75567247027,64.57785336156684,29.9,6.0,False,False,False,Night
A-1856753,3,TX,US/Central,90.05548397569632,41.53863304018308,30.01,7.0,False,False,False,Night
A-1858831,3,MO,US/Central,87.01302442985019,38.73337981513112,30.24,5.0,False,False,False,Day
A-1859294,3,TX,US/Central,98.8482905941925,41.92577462173774,30.04,8.0,False,False,False,Day
A-1859433,2,TN,US/Central,80.07432894936737,27.244865951935928,29.96,7.0,True,False,True,Day
A-1859629,3,CO,US/Mountain,95.64359348883006,56.0,35.388175829571914,4.0,False,False,False,Day
A-1860181,2,CA,US/Pacific,77.50673904186601,56.49306214063523,31.370007239753672,8.0,False,False,False,Night
A-1861,3,CA,US/Pacific,97.3102772336238,71.63648456061317,31.15755335572571,6.0,False,False,False,Night
A-1861174,3,SC,US/Eastern,80.0,49.0,29.87,4.0,False,False,False,Day
A-1861617,2,TX,US/Central,77.63881210192832,45.491908945322294,29.92,5.0,False,False,False,Day
A-1863199,2,DC,US/Eastern,82.0,51.0,29.87,7.0,False,False,False,Night
A-1863541,3,NC,US/Eastern,86.0,42.0,29.99,6.0,False,False,False,Night
A-1864110,3,SC,US/Eastern,82.0,62.0,29.86,6.0,False,False,False,Day
A-1864607,2,TX,US/Central,65.91129285264438,46.9402380513732,30.05,8.0,False,False,True,Day
A-1864796,1,AL,US/Central,83.97561247431442,37.72178963157588,30.03,10.0,False,False,False,Day
A-1865228,2,WA,US/Pacific,76.61481380844965,27.54545087347383,31.117753692949055,8.0,False,False,False,Day
A-1865484,2,CA,US/Pacific,87.87517179316097,32.3734677964999,31.694025675225667,8.0,False,False,False,Night
A-1866755,3,GA,US/Eastern,97.0,57.0,30.01,7.0,False,False,False,Day
A-1871483,2,TX,US/Central,83.29880783557772,29.689242721344723,30.2,8.0,True,False,True,Day
A-1871820,3,UT,US/Mountain,87.19956885920686,72.0,35.210448718240904,5.0,False,False,False,Day
A-1872445,3,CA,US/Pacific,97.01725425923723,72.25220984874471,31.48457225557454,6.0,False,False,False,Night
A-1872731,3,CA,US/Pacific,91.21515636461012,65.79139145910769,31.179015455012074,6.0,False,False,False,Night
A-1873001,2,MD,US/Eastern,82.0,33.0,30.23,8.0,False,False,False,Night
A-187388,2,MI,US/Eastern,94.0,56.0,30.26,8.0,False,False,True,Day
A-1874169,2,NC,US/Eastern,72.0,45.0,30.0,8.0,False,False,True,Day
A-1874346,3,FL,US/Eastern,93.0,46.0,29.99,6.0,False,False,False,Day
A-187436,3,MI,US/Eastern,94.0,55.0,30.01,5.0,False,False,False,Day
A-187679,3,MI,US/Eastern,86.0,62.0,29.88,5.0,False,False,False,Day
A-1877115,3,MN,US/Central,86.05308015317584,47.33939647125156,29.91,6.0,False,False,False,Day
A-1877669,2,TX,US/Central,73.61201968065998,54.30747076784178,30.2,6.0,False,False,False,Day
A-1878612,3,PA,US/Eastern,94.0,61.0,30.12,4.0,False,False,False,Day
A-1879490,2,SC,US/Eastern,82.0,37.0,29.83,7.0,False,False,False,Night
A-1880282,2,AL,US/Central,82.12096341365246,54.9590068396673,29.91,8.0,False,False,False,Day
A-1880409,2,CO,US/Mountain,79.65667879937308,58.0,34.19758870123279,7.0,False,False,True,Day
A-1880410,2,CO,US/Mountain,80.58233567136335,50.0,34.229282497016136,6.0,False,False,True,Day
A-1882344,2,OK,US/Central,88.69753113998556,35.19824899195753,29.94,6.0,True,False,True,Day
A-1883128,2,CA,US/Pacific,91.92533414605106,33.27422349689991,31.825090716454465,10.0,False,False,True,Day
A-1883440,3,CA,US/Pacific,92.7150416413362,54.522838259000494,31.63978160505639,5.0,False,False,True,Night
A-1884613,3,MA,US/Eastern,84.0,67.0,29.92,5.0,False,False,False,Night
A-1886735,2,TX,US/Central,78.59539734200393,53.60637080492186,30.28,8.0,False,False,False,Day
A-1887338,3,CA,US/Pacific,85.5505212000666,55.416997117464966,31.254238952414187,4.0,False,False,False,Day
A-1888962,3,GA,US/Eastern,97.0,75.0,30.13,6.0,False,False,False,Day
A-1890396,2,CA,US/Pacific,93.06821723583298,68.35526010635323,30.834971598871267,6.0,False,False,False,Day
A-1890444,2,CA,US/Pacific,75.0342601046799,58.420071608819704,32.01491120590133,6.0,False,False,False,Day
A-1890510,2,CA,US/Pacific,73.39381694547598,42.67217099214581,31.26672786821661,5.0,False,False,False,Night
A-1890580,2,MA,US/Eastern,77.0,56.0,30.11,8.0,False,False,False,Night
A-1894043,2,SC,US/Eastern,79.0,53.0,30.1,5.0,False,False,True,Day
A-1895557,3,CA,US/Pacific,91.6339143556085,30.97423106802178,31.164931911603897,6.0,False,False,False,Day
A-1896168,2,CT,US/Eastern,78.0,29.0,29.98,7.0,False,False,False,Day
A-1896846,3,FL,US/Eastern,89.0,36.0,30.1,7.0,False,False,False,Day
A-1897611,3,WI,US/Central,97.47207664532242,45.2137784340261,30.31,5.0,False,False,False,Night
A-1898207,2,AZ,US/Mountain,73.03195095429389,58.0,34.573811604103064,7.0,True,False,True,Night
A-1899543,3,FL,US/Eastern,84.0,57.0,29.93,3.0,False,False,False,Night
A-189971,3,MI,US/Eastern,97.0,71.0,30.06,6.0,False,False,False,Night
A-1900321,2,KY,US/Eastern,89.0,57.0,29.75,9.0,False,False,False,Night
A-1901159,2,IL,US/Central,86.21730701691065,50.76937753688701,29.79,8.0,False,True,False,Day
A-1901372,2,IA,US/Central,73.29880613400509,52.482250284903465,30.12,9.0,False,False,False,Day
A-1901785,4,CO,US/Mountain,91.66396959331708,49.0,35.86766201095273,4.0,False,False,False,Night
A-1903664,2,SC,US/Eastern,88.0,36.0,30.01,7.0,False,False,False,Day
A-1904251,3,LA,US/Pacific,84.01040660400042,39.005369418839386,31.57165072658365,6.0,False,False,False,Day
A-1905543,3,MD,US/Eastern,89.0,67.0,29.82,5.0,False,False,False,Day
A-1905567,3,VA,US/Eastern,92.0,72.0,30.21,4.0,False,False,False,Night
A-1905594,2,IN,US/Eastern,73.0,23.0,29.85,8.0,False,False,False,Night
A-1905766,3,OH,US/Eastern,97.0,55.0,29.91,6.0,False,False,False,Day
A-1905940,2,NC,US/Eastern,81.0,51.0,30.25,8.0,False,False,False,Day
A-1906609,3,MN,US/Central,90.91823308574303,63.57936712111392,30.08,7.0,False,False,False,Day
A-1906785,2,IL,US/Central,72.99297843267283,55.57115592552897,30.23,8.0,False,False,False,Day
A-1908242,3,KY,US/Eastern,90.0,41.0,29.8,4.0,False,False,False,Day
A-1908288,2,OH,US/Eastern,77.0,61.0,30.01,8.0,True,False,True,Day
A-1908550,2,MN,US/Central,82.43745879414219,58.467841754200535,30.06,7.0,False,False,False,Night
A-1909623,3,TX,US/Central,88.70445464576578,43.384628947859625,30.09,5.0,False,False,False,Day
A-1909821,3,AZ,US/Mountain,94.41339911897819,39.0,35.32413662442552,6.0,True,False,True,Day
A-1910437,3,UT,US/Mountain,88.27195526636442,42.0,35.85810754909785,6.0,False,False,False,Day
A-1910815,2,NC,US/Eastern,84.0,52.0,30.1,7.0,False,False,True,Day
A-1910816,2,NC,US/Eastern,63.0,51.0,29.97,7.0,False,False,False,Day
A-1911293,3,MI,US/Eastern,90.0,42.0,30.01,4.0,False,False,False,Night
A-1911511,3,NY,US/Eastern,77.0,26.0,30.17,4.0,False,False,False,Night
A-1911722,3,KY,US/Eastern,94.0,50.0,29.93,3.0,False,False,True,Night
A-1912530,2,IL,US/Central,81.85972302623219,61.33522654195574,30.04,7.0,False,False,True,Night
A-1912588,2,TX,US/Central,82.46840721225793,61.792502502290745,29.76,7.0,False,False,False,Night
A-1913769,2,NY,US/Eastern,69.0,55.0,30.11,9.0,False,False,True,Day
A-1914578,3,GA,US/Eastern,91.0,64.0,29.94,5.0,False,False,False,Night
A-1915005,2,IL,US/Central,84.03719540116619,52.36222820044578,29.96,6.0,False,False,True,Day
A-1916538,2,OH,US/Eastern,75.0,48.0,30.29,6.0,False,False,True,Day
A-191670,3,MI,US/Eastern,84.0,60.0,30.0,7.0,False,False,False,Day
A-1917740,3,MO,US/Central,85.49374300711948,64.80994460676247,30.04,7.0,False,False,False,Day
A-1919201,3,NJ,US/Eastern,90.0,58.0,30.16,6.0,False,False,False,Night
A-1919290,3,CT,US/Eastern,83.0,54.0,30.02,4.0,False,False,False,Day
A-1920673,3,TN,US/Central,91.1784055582859,40.2414095973865,29.89,4.0,False,False,False,Day
A-192103,3,MI,US/Eastern,94.0,68.0,30.16,5.0,False,False,False,Day
A-1922792,2,IL,US/Central,84.4781964258842,52.32517840065528,29.74,7.0,False,False,True,Day
A-1925866,2,NC,US/Eastern,83.0,68.0,29.97,6.0,False,False,True,Day
A-1926596,2,TX,US/Central,65.64066430867659,18.93217738271007,29.83,9.0,True,False,True,Day
A-1927280,2,AZ,US/Mountain,84.97323159386889,49.0,34.52347842377674,8.0,False,False,False,Day
A-1927339,2,TX,US/Mountain,82.27657742152353,56.0,35.124590290312,9.0,False,False,False,Day
A-1928246,2,IN,US/Eastern,84.0,64.0,29.96,5.0,False,False,False,Day
A-1930204,2,CA,US/Pacific,82.5682964637738,60.057009050085846,31.43437978856089,8.0,False,False,False,Day
A-1931497,2,FL,US/Eastern,72.0,31.0,29.89,7.0,False,False,True,Day
A-1931723,2,FL,US/Eastern,83.0,38.0,30.1,7.0,False,False,True,Day
A-1932417,2,AL,US/Central,78.29024145224716,59.87866339507586,30.02,9.0,False,False,False,Day
A-1933524,3,CT,US/Eastern,91.0,61.0,29.94,2.0,False,False,False,Day
A-1933669,3,VA,US/Eastern,92.0,46.0,30.08,5.0,False,False,False,Day
A-1934277,3,FL,US/Eastern,80.0,30.0,29.91,6.0,False,False,False,Day
A-1934571,2,SC,US/Eastern,76.0,57.0,30.16,8.0,False,False,True,Day
A-1934859,3,MN,US/Central,87.07946201354338,57.97502852216905,30.02,5.0,False,False,False,Day
A-193515,3,MI,US/Eastern,79.0,40.0,30.14,6.0,False,False,False,Night
A-1935817,2,WA,US/Pacific,83.49489628690814,60.88122375684996,31.38729283085797,10.0,False,False,False,Day
A-1936055,2,CA,US/Pacific,78.45068888305906,49.54209477999584,31.72392750176528,7.0,False,False,True,Day
A-1936493,3,CO,US/Mountain,96.99904512759333,55.0,35.89679273768538,7.0,False,False,False,Day
A-1936546,3,CA,US/Pacific,93.38519439153474,67.47349769272921,31.566048266625018,6.0,False,False,False,Day
A-1937109,3,CA,US/Pacific,94.93588874809805,53.47629345547153,31.648537730869286,5.0,False,False,False,Day
A-193742,3,MI,US/Eastern,88.0,62.0,29.95,6.0,False,False,False,Day
A-1938180,2,SC,US/Eastern,77.0,48.0,30.35,6.0,False,False,True,Night
A-1938967,3,MS,US/Central,87.1838687586903,43.87178261841429,30.08,6.0,False,False,False,Day
A-1939286,2,AZ,US/Mountain,70.21984874336421,50.0,35.35887283780648,8.0,False,False,False,Day
A-1940444,2,NC,US/Eastern,72.0,36.0,29.89,6.0,False,False,True,Day
A-1940453,2,SC,US/Eastern,75.0,30.0,29.6,8.0,False,False,False,Day
A-1942083,2,TX,US/Mountain,89.95996938169468,50.0,34.62085983461096,8.0,False,False,False,Day
A-1942498,3,CA,US/Pacific,103.83579310737386,38.243623325864064,30.934430952704155,5.0,False,False,False,Night
A-1943946,3,MN,US/Central,86.98337135869563,65.36201370706036,30.02,5.0,False,False,True,Night
A-1944400,2,LA,US/Central,70.74597020417725,20.233773705271588,29.85,7.0,False,False,False,Night
A-1944545,3,TN,US/Central,83.65536708330927,33.14278536154748,30.18,6.0,False,False,False,Day
A-1944982,2,TX,US/Mountain,83.59614225892706,64.0,35.38732332593706,7.0,False,False,True,Night
A-1945525,3,MI,US/Eastern,92.0,67.0,29.8,5.0,False,False,False,Day
A-1945575,2,NH,US/Eastern,90.0,73.0,29.81,6.0,False,False,False,Day
A-1946369,2,FL,US/Eastern,91.0,69.0,30.3,8.0,False,False,False,Day
A-1947101,2,TX,US/Central,87.59959367470684,30.13046211390547,29.88,10.0,False,False,False,Day
A-1948349,3,NY,US/Eastern,96.0,42.0,30.04,6.0,False,False,False,Day
A-1949345,2,NC,US/Eastern,74.0,53.0,30.15,8.0,True,False,True,Night
A-1950133,3,IL,US/Central,84.34715856844647,39.111098336169526,29.96,5.0,False,False,False,Night
A-1950847,2,CO,US/Mountain,86.72203177961916,72.0,35.372211838924684,7.0,False,False,False,Night
A-1952328,2,IN,US/Eastern,84.0,37.0,29.86,7.0,False,False,False,Night
A-1953220,2,CO,US/Mountain,76.15296262255842,65.0,35.03659402420544,8.0,True,False,True,Night
A-1954021,2,NC,US/Eastern,82.0,63.0,29.58,9.0,False,False,False,Night
A-1954362,3,FL,US/Eastern,88.0,51.0,30.04,6.0,False,False,False,Night
A-1954659,2,LA,US/Central,94.32160452277458,56.93661441029174,30.26,8.0,False,False,False,Day
A-1955448,1,VT,US/Eastern,78.0,29.0,30.06,8.0,False,False,False,Day
A-195588,2,MA,US/Eastern,74.0,43.0,29.83,9.0,True,False,True,Day
A-1955955,2,IN,US/Eastern,77.0,37.0,29.62,7.0,False,False,True,Day
A-1956700,2,SC,US/Eastern,85.0,70.0,30.09,7.0,False,False,False,Night
A-1956868,3,KS,US/Central,95.3576764083181,51.14985594376696,30.07,6.0,False,False,False,Day
A-1957054,3,TX,US/Central,92.61792508333168,67.51646302365343,29.87,5.0,False,False,False,Night
A-1957257,3,LA,US/Central,91.26596310582325,43.42252533193349,29.95,6.0,False,False,False,Day
A-1957388,2,AL,US/Central,75.55441188664324,56.034748955279326,30.17,7.0,False,False,False,Day
A-1960435,3,TN,US/Central,90.65412860106755,46.03461534357977,30.16,5.0,False,False,False,Day
A-1961348,3,MI,US/Eastern,88.0,40.0,30.15,6.0,False,False,False,Day
A-1962869,3,MN,US/Central,94.94853197418949,45.38292826552055,29.87,6.0,False,False,False,Day
A-196362,3,RI,US/Eastern,84.0,46.0,30.06,6.0,False,False,False,Day
A-1964115,2,CA,US/Pacific,83.05929098474608,43.059278587293576,31.142241388443953,7.0,False,False,False,Day
A-1964649,3,NJ,US/Eastern,84.0,66.0,30.05,5.0,False,False,False,Night
A-1964718,3,OH,US/Eastern,97.0,55.0,29.89,6.0,False,False,False,Night
A-1965079,2,NC,US/Eastern,68.0,29.0,29.99,8.0,False,False,False,Night
A-1965440,3,GA,US/Eastern,94.0,65.0,30.0,6.0,False,False,False,Day
A-1965703,2,MN,US/Central,89.64478913971448,33.04443068041991,30.17,7.0,False,False,False,Night
A-1965730,3,MO,US/Central,82.38532477580326,41.571286513124434,29.84,6.0,False,False,False,Day
A-1965847,3,KS,US/Central,98.65535652467774,69.00033593606528,29.94,6.0,False,False,False,Day
A-1966963,3,NY,US/Eastern,93.0,61.0,30.06,7.0,False,False,False,Day
A-196914,2,NY,US/Eastern,91.0,36.0,30.15,8.0,True,False,False,Night
A-1969654,2,NE,US/Central,85.09595825259757,54.35658249372695,29.79,9.0,False,False,True,Day
A-1971092,3,MI,US/Eastern,90.0,73.0,30.15,5.0,False,False,False,Night
A-1972705,3,TX,US/Central,92.35503410192,71.48233101053607,29.97,5.0,False,False,True,Day
A-1974301,2,MD,US/Eastern,84.0,65.0,30.19,7.0,False,False,False,Day
A-1974339,3,VA,US/Eastern,90.0,42.0,29.87,7.0,False,False,False,Night
A-197475,2,NY,US/Eastern,78.0,58.0,29.9,8.0,False,False,False,Day
A-1975628,3,TX,US/Central,91.00255411889205,63.414187652161495,29.9,5.0,False,False,False,Night
A-1975752,3,TX,US/Central,86.43341625575044,31.275896356764886,29.96,6.0,False,False,False,Day
A-1976186,3,UT,US/Mountain,86.31110346710615,51.0,35.28470824938697,5.0,False,False,False,Night
A-1976313,2,TX,US/Mountain,74.18500445126806,42.0,35.94625871214412,8.0,False,False,True,Day
A-1976565,2,CA,US/Pacific,88.46729072768797,60.31575086514606,31.013762464789295,7.0,False,False,True,Day
A-1977405,2,IN,US/Eastern,75.0,52.0,30.2,7.0,False,False,False,Day
A-1978501,2,LA,US/Central,76.01144706302982,60.405708883123125,29.96,6.0,True,False,False,Night
A-1978551,3,TX,US/Central,91.63866862500689,43.974435874792235,30.06,6.0,False,False,False,Day
A-1978810,2,OK,US/Central,74.47527574757255,57.67435195614207,30.44,7.0,True,False,True,Night
A-198003,3,RI,US/Eastern,82.0,46.0,29.81,5.0,False,False,False,Day
A-1980815,2,IA,US/Central,86.384368037843,62.503070864939865,30.0,8.0,False,False,False,Night
A-1981192,2,OK,US/Central,79.01530722755955,50.621388091252165,30.05,8.0,False,True,False,Night
A-1982063,2,MD,US/Eastern,83.0,44.0,30.13,6.0,False,False,False,Day
A-1982171,2,FL,US/Eastern,82.0,33.0,30.04,7.0,False,False,False,Day
A-1982472,2,CA,US/Pacific,89.88917311326911,42.145552726564844,31.466663391027787,7.0,False,False,False,Night
A-1982580,2,MA,US/Eastern,80.0,46.0,30.13,9.0,False,False,False,Night
A-1982595,3,MI,US/Eastern,80.0,37.0,30.12,5.0,False,False,False,Night
A-19838,2,CA,US/Pacific,95.65047283055588,31.98453159590925,31.96032581924162,8.0,False,False,True,Day
A-1985173,3,SC,US/Eastern,78.0,40.0,29.81,4.0,False,False,False,Day
A-1985945,3,CO,US/Mountain,82.84562823019793,31.0,34.72583647893752,5.0,False,False,False,Night
A-198618,2,NY,US/Eastern,75.0,62.0,30.15,9.0,False,False,False,Day
A-1986726,2,IN,US/Eastern,81.0,41.0,29.64,8.0,False,False,True,Night
A-1989595,3,MO,US/Central,100.79206157836265,60.74307314660287,30.08,5.0,False,False,False,Night
A-1991134,3,MO,US/Central,92.78561331922025,42.36273562095646,29.91,6.0,False,False,False,Day
A-1993319,2,AZ,US/Mountain,71.95141723104813,58.0,35.548281562142094,7.0,True,False,True,Day
A-1994142,2,PA,US/Eastern,89.0,57.0,30.27,7.0,True,False,True,Night
A-199424,2,NY,US/Eastern,80.0,45.0,30.19,7.0,False,False,False,Day
A-1995163,2,LA,US/Central,73.62014424815209,31.225667167288748,29.95,9.0,False,False,False,Day
A-1996567,2,PA,US/Eastern,86.0,53.0,29.89,8.0,True,False,True,Night
A-1998098,3,AZ,US/Mountain,89.85846199177713,73.0,34.93057394330003,5.0,False,False,False,Day
A-1998655,3,CA,US/Pacific,91.63432439833161,63.45716114116758,31.284236635791427,4.0,False,False,False,Night
A-1999207,3,NC,US/Eastern,92.0,52.0,30.13,7.0,True,False,False,Day
A-199928,3,NJ,US/Eastern,92.0,53.0,29.84,4.0,False,False,False,Day
A-1999430,3,FL,US/Eastern,87.0,55.0,29.93,6.0,False,False,False,Day
A-200024,2,MA,US/Eastern,84.0,32.0,30.05,6.0,False,False,False,Night
A-200061,3,NY,US/Eastern,98.0,43.0,29.86,7.0,False,False,False,Day
A-2000686,3,OR,US/Pacific,100.46411978420863,71.27878017516413,31.374611648081988,6.0,False,False,False,Night
A-2001054,3,CA,US/Pacific,89.84335788227499,29.52644698485732,31.34308052674805,7.0,False,False,False,Day
A-2001584,3,CA,US/Pacific,96.1817821556032,64.37666601959101,31.63201763087791,4.0,False,False,False,Night
A-2001908,3,GA,US/Eastern,91.0,40.0,29.97,5.0,False,False,False,Day
A-20025,2,CA,US/Pacific,87.48806358163857,38.80057979748032,30.96180494199275,8.0,False,False,False,Day
A-2002637,2,NC,US/Eastern,78.0,43.0,30.34,6.0,False,False,True,Night
A-200349,2,NY,US/Eastern,77.0,45.0,30.03,8.0,False,False,False,Day
A-2003709,2,OK,US/Central,81.57753238425047,44.818301061670674,29.87,8.0,False,False,True,Day
A-2004271,2,CA,US/Pacific,81.45005333530038,38.62166703790916,31.050805937362536,8.0,True,False,True,Day
A-2004326,2,CA,US/Pacific,87.73592392083042,43.188281347656826,31.66898477583253,8.0,False,True,False,Night
A-2005254,3,FL,US/Eastern,90.0,40.0,29.95,5.0,False,False,False,Day
A-2005483,3,FL,US/Eastern,83.0,63.0,29.89,6.0,False,False,False,Day
A-2006352,3,CA,US/Pacific,96.67336054700797,62.588000612585766,31.297241605747576,5.0,False,False,False,Day
A-2007942,3,TX,US/Central,94.92716554483324,32.13402334479168,29.96,5.0,False,False,True,Day
A-2008225,2,TX,US/Central,79.97826533560705,48.624081354500085,30.06,7.0,True,False,False,Day
A-2009166,3,NY,US/Eastern,81.0,44.0,29.89,5.0,False,False,False,Night
A-2009328,3,NY,US/Eastern,91.0,46.0,29.89,5.0,False,False,False,Night
